Focal,Plot,Pos,Tr,Competitor,Seeds,Neighbors,S_nbs,B_nbs,P_nbs,C_nbs,N_nbs,S,B,P,C,N,S_predict,B_predict,P_predict,C_predict,N_predict
B,73,1,C,N,3316,33,0,0,0,0,33,0,0,0,0,9.5,0,0,0,0,19.43985
B,73,6,H,N,2288,13,0,0,0,0,13,0,0,0,0,9.5,0,0,0,0,19.43985
B,82,4,C,N,5114,10,0,0,0,0,10,0,0,0,0,9.5,0,0,0,0,19.43985
B,82,9,H,N,1997,20,0,0,0,0,20,0,0,0,0,9.5,0,0,0,0,19.43985
B,84,1,C,N,5349,9,0,0,0,0,9,0,0,0,0,4,0,0,0,0,8.1852
B,84,8,H,N,2049,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8.1852
B,91,5,C,N,2299,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8.1852
B,91,6,H,N,2249,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,8.1852
B,99,8,C,N,2306,17,0,0,0,0,17,0,0,0,0,9.5,0,0,0,0,19.43985
B,110,3,H,N,2653,13,0,0,0,0,13,0,0,0,0,2,0,0,0,0,4.0926
B,110,10,C,N,3845,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,4.0926
B,117,5,H,N,3950,7,0,0,0,0,7,0,0,0,0,4,0,0,0,0,8.1852
B,117,6,C,N,2542,14,0,0,0,0,14,0,0,0,0,4,0,0,0,0,8.1852
B,119,4,C,N,3271,8,0,0,0,0,8,0,0,0,0,7.5,0,0,0,0,15.34725
B,44,2,C,P,33,231,0,0,231,0,0,0,0,12,0,0,0,0,50,0,0
B,44,8,H,P,917,50,0,0,50,0,0,0,0,12,0,0,0,0,50,0,0
B,49,3,C,P,35,310,0,0,310,0,0,0,0,16,0,0,0,0,100,0,0
B,49,6,H,P,36,125,0,0,125,0,0,0,0,16,0,0,0,0,100,0,0
B,59,1,C,P,378,36,0,0,36,0,0,0,0,6,0,0,0,0,10,0,0
B,59,10,H,P,261,29,0,0,29,0,0,0,0,6,0,0,0,0,10,0,0
B,66,3,H,P,140,94,0,0,94,0,0,0,0,16,0,0,0,0,100,0,0
B,66,8,C,P,38,228,0,0,228,0,0,0,0,16,0,0,0,0,100,0,0
B,71,4,H,P,327,71,0,0,71,0,0,0,0,8,0,0,0,0,20,0,0
B,71,7,C,P,691,54,0,0,54,0,0,0,0,8,0,0,0,0,20,0,0
B,76,3,H,P,30,162,0,0,162,0,0,0,0,16,0,0,0,0,100,0,0
B,76,10,C,P,221,166,0,0,166,0,0,0,0,16,0,0,0,0,100,0,0
B,81,5,H,P,158,115,0,0,115,0,0,0,0,8,0,0,0,0,20,0,0
B,83,5,H,P,313,52,0,0,52,0,0,0,0,6,0,0,0,0,10,0,0
B,83,10,C,P,470,53,0,0,53,0,0,0,0,6,0,0,0,0,10,0,0
B,85,1,H,P,61,147,0,0,147,0,0,0,0,12,0,0,0,0,50,0,0
B,85,10,C,P,59,174,0,0,174,0,0,0,0,12,0,0,0,0,50,0,0
B,88,2,H,P,319,30,0,0,30,0,0,0,0,4,0,0,0,0,5,0,0
B,88,6,C,P,586,31,0,0,31,0,0,0,0,4,0,0,0,0,5,0,0
B,95,1,C,P,479,16,0,0,16,0,0,0,0,4,0,0,0,0,5,0,0
B,95,7,H,P,175,24,0,0,24,0,0,0,0,4,0,0,0,0,5,0,0
B,97,7,C,P,25,95,0,0,95,0,0,0,0,12,0,0,0,0,50,0,0
B,100,2,C,P,695,78,0,0,78,0,0,0,0,8,0,0,0,0,20,0,0
B,100,8,H,P,204,83,0,0,83,0,0,0,0,8,0,0,0,0,20,0,0
B,102,2,C,P,163,25,0,0,25,0,0,0,0,6,0,0,0,0,10,0,0
B,102,10,H,P,424,39,0,0,39,0,0,0,0,6,0,0,0,0,10,0,0
B,112,1,H,P,307,21,0,0,21,0,0,0,0,4,0,0,0,0,5,0,0
B,112,7,C,P,579,27,0,0,27,0,0,0,0,4,0,0,0,0,5,0,0
B,48,1,H,S,46,39,39,0,0,0,0,8,0,0,0,0,20.9936,0,0,0,0
B,48,9,C,S,164,16,16,0,0,0,0,8,0,0,0,0,20.9936,0,0,0,0
B,50,5,C,S,35,29,29,0,0,0,0,20,0,0,0,0,52.484,0,0,0,0
B,50,8,H,S,222,41,41,0,0,0,0,20,0,0,0,0,52.484,0,0,0,0
B,57,4,C,S,46,62,62,0,0,0,0,20,0,0,0,0,52.484,0,0,0,0
B,57,7,H,S,79,47,47,0,0,0,0,20,0,0,0,0,52.484,0,0,0,0
B,62,1,H,S,80,85,85,0,0,0,0,8,0,0,0,0,20.9936,0,0,0,0
B,62,10,C,S,1298,4,4,0,0,0,0,8,0,0,0,0,20.9936,0,0,0,0
B,70,3,C,S,1710,7,7,0,0,0,0,4,0,0,0,0,10.4968,0,0,0,0
B,70,6,H,S,694,12,12,0,0,0,0,4,0,0,0,0,10.4968,0,0,0,0
B,72,5,C,S,57,48,48,0,0,0,0,12,0,0,0,0,31.4904,0,0,0,0
B,72,10,H,S,276,66,66,0,0,0,0,12,0,0,0,0,31.4904,0,0,0,0
B,74,5,C,S,412,34,34,0,0,0,0,16,0,0,0,0,41.9872,0,0,0,0
B,74,9,H,S,365,5,5,0,0,0,0,16,0,0,0,0,41.9872,0,0,0,0
B,79,4,C,S,630,14,14,0,0,0,0,16,0,0,0,0,41.9872,0,0,0,0
B,79,7,H,S,65,42,42,0,0,0,0,16,0,0,0,0,41.9872,0,0,0,0
B,90,2,C,S,301,56,56,0,0,0,0,16,0,0,0,0,41.9872,0,0,0,0
B,90,10,H,S,547,47,47,0,0,0,0,16,0,0,0,0,41.9872,0,0,0,0
B,92,1,C,S,567,24,24,0,0,0,0,8,0,0,0,0,20.9936,0,0,0,0
B,92,7,H,S,360,19,19,0,0,0,0,8,0,0,0,0,20.9936,0,0,0,0
B,94,3,H,S,56,79,79,0,0,0,0,20,0,0,0,0,52.484,0,0,0,0
B,94,8,C,S,56,39,39,0,0,0,0,20,0,0,0,0,52.484,0,0,0,0
B,106,2,C,S,171,36,36,0,0,0,0,12,0,0,0,0,31.4904,0,0,0,0
B,106,10,H,S,254,27,27,0,0,0,0,12,0,0,0,0,31.4904,0,0,0,0
B,108,4,C,S,2037,23,23,0,0,0,0,4,0,0,0,0,10.4968,0,0,0,0
B,109,6,H,S,392,34,34,0,0,0,0,12,0,0,0,0,31.4904,0,0,0,0
B,116,3,H,S,383,28,28,0,0,0,0,4,0,0,0,0,10.4968,0,0,0,0
B,116,6,C,S,1771,5,5,0,0,0,0,4,0,0,0,0,10.4968,0,0,0,0
P,42,1,H,B,10660,6,0,6,0,0,0,0,8,0,0,0,0,11.936,0,0,0
P,42,7,C,B,8202,2,0,2,0,0,0,0,8,0,0,0,0,11.936,0,0,0
P,46,1,C,B,4978,2,0,2,0,0,0,0,2,0,0,0,0,2.984,0,0,0
P,46,10,H,B,17289,6,0,6,0,0,0,0,2,0,0,0,0,2.984,0,0,0
P,51,2,H,B,33789,3,0,3,0,0,0,0,1,0,0,0,0,1.492,0,0,0
P,51,8,C,B,22516,1,0,1,0,0,0,0,1,0,0,0,0,1.492,0,0,0
P,55,5,H,B,46233,3,0,3,0,0,0,0,1.5,0,0,0,0,2.238,0,0,0
P,55,10,C,B,9902,2,0,2,0,0,0,0,1.5,0,0,0,0,2.238,0,0,0
P,60,4,C,B,13885,1,0,1,0,0,0,0,2,0,0,0,0,2.984,0,0,0
P,60,7,H,B,31373,2,0,2,0,0,0,0,2,0,0,0,0,2.984,0,0,0
P,63,1,H,B,83717,4,0,4,0,0,0,0,3.5,0,0,0,0,5.222,0,0,0
P,63,9,C,B,23681,4,0,4,0,0,0,0,3.5,0,0,0,0,5.222,0,0,0
P,75,8,H,B,11149,8,0,8,0,0,0,0,1,0,0,0,0,1.492,0,0,0
P,78,4,C,B,56316,0,0,0,0,0,0,0,1,0,0,0,0,1.492,0,0,0
P,78,6,H,B,74276,0,0,0,0,0,0,0,1,0,0,0,0,1.492,0,0,0
P,89,5,C,B,4669,6,0,6,0,0,0,0,3.5,0,0,0,0,5.222,0,0,0
P,89,10,H,B,25408,7,0,7,0,0,0,0,3.5,0,0,0,0,5.222,0,0,0
P,93,3,H,B,33826,0,0,0,0,0,0,0,1.5,0,0,0,0,2.238,0,0,0
P,93,10,C,B,3217,2,0,2,0,0,0,0,1.5,0,0,0,0,2.238,0,0,0
P,104,2,H,B,58759,4,0,4,0,0,0,0,3.5,0,0,0,0,5.222,0,0,0
P,104,9,C,B,5087,6,0,6,0,0,0,0,3.5,0,0,0,0,5.222,0,0,0
P,107,1,C,B,5749,9,0,9,0,0,0,0,2,0,0,0,0,2.984,0,0,0
P,107,6,H,B,7082,2,0,2,0,0,0,0,2,0,0,0,0,2.984,0,0,0
P,111,1,H,B,79862,1,0,1,0,0,0,0,1.5,0,0,0,0,2.238,0,0,0
P,111,7,C,B,36093,1,0,1,0,0,0,0,1.5,0,0,0,0,2.238,0,0,0
P,114,2,C,B,1386,10,0,10,0,0,0,0,8,0,0,0,0,11.936,0,0,0
P,114,10,H,B,9559,15,0,15,0,0,0,0,8,0,0,0,0,11.936,0,0,0
P,115,3,H,B,3646,25,0,25,0,0,0,0,8,0,0,0,0,11.936,0,0,0
P,115,8,C,B,2648,13,0,13,0,0,0,0,8,0,0,0,0,11.936,0,0,0
P,41,5,H,C,2258,8,0,0,0,8,0,0,0,0,4,0,0,0,0,4.6648,0
P,41,10,C,C,1868,4,0,0,0,4,0,0,0,0,4,0,0,0,0,4.6648,0
P,58,5,C,C,892,3,0,0,0,3,0,0,0,0,8,0,0,0,0,9.3296,0
P,58,7,H,C,13544,6,0,0,0,6,0,0,0,0,8,0,0,0,0,9.3296,0
P,61,4,C,C,24816,13,0,0,0,13,0,0,0,0,10,0,0,0,0,11.662,0
P,61,10,H,C,17377,14,0,0,0,14,0,0,0,0,10,0,0,0,0,11.662,0
P,65,5,H,C,1389,7,0,0,0,7,0,0,0,0,10,0,0,0,0,11.662,0
P,65,9,C,C,2827,14,0,0,0,14,0,0,0,0,10,0,0,0,0,11.662,0
P,69,2,H,C,43868,2,0,0,0,2,0,0,0,0,4,0,0,0,0,4.6648,0
P,69,6,C,C,4440,1,0,0,0,1,0,0,0,0,4,0,0,0,0,4.6648,0
P,77,3,H,C,23571,5,0,0,0,5,0,0,0,0,4,0,0,0,0,4.6648,0
P,77,6,C,C,3570,3,0,0,0,3,0,0,0,0,4,0,0,0,0,4.6648,0
P,80,3,H,C,16582,5,0,0,0,5,0,0,0,0,8,0,0,0,0,9.3296,0
P,80,6,C,C,17361,9,0,0,0,9,0,0,0,0,8,0,0,0,0,9.3296,0
P,87,5,C,C,1548,7,0,0,0,7,0,0,0,0,8,0,0,0,0,9.3296,0
P,87,10,H,C,1202,10,0,0,0,10,0,0,0,0,8,0,0,0,0,9.3296,0
P,96,3,H,C,1637,23,0,0,0,23,0,0,0,0,6,0,0,0,0,6.9972,0
P,96,8,C,C,2397,7,0,0,0,7,0,0,0,0,6,0,0,0,0,6.9972,0
P,103,4,C,C,1446,6,0,0,0,6,0,0,0,0,6,0,0,0,0,6.9972,0
P,103,6,H,C,2577,6,0,0,0,6,0,0,0,0,6,0,0,0,0,6.9972,0
P,105,3,H,C,592,9,0,0,0,9,0,0,0,0,6,0,0,0,0,6.9972,0
P,105,9,C,C,1735,5,0,0,0,5,0,0,0,0,6,0,0,0,0,6.9972,0
P,113,4,C,C,3949,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.3324,0
P,113,9,H,C,44238,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.3324,0
P,118,3,H,C,32964,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2.3324,0
P,118,6,C,C,5614,4,0,0,0,4,0,0,0,0,2,0,0,0,0,2.3324,0
P,120,2,C,C,0,24,0,0,0,24,0,0,0,0,10,0,0,0,0,11.662,0
P,120,6,H,C,1827,5,0,0,0,5,0,0,0,0,10,0,0,0,0,11.662,0
P,45,3,C,Focals,54047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,45,6,H,Focals,117585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,53,5,H,Focals,100781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,53,9,C,Focals,25290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,67,2,C,Focals,40023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,67,8,H,Focals,108357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,86,1,H,Focals,104333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,86,7,C,Focals,29778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,101,5,C,Focals,30110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,101,7,H,Focals,132130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,43,2,H,N,21828,10,0,0,0,0,10,0,0,0,0,7.5,0,0,0,0,14.9745
P,43,10,C,N,25621,36,0,0,0,0,36,0,0,0,0,7.5,0,0,0,0,14.9745
P,47,4,H,N,16380,9,0,0,0,0,9,0,0,0,0,7.5,0,0,0,0,14.9745
P,47,7,C,N,26007,14,0,0,0,0,14,0,0,0,0,7.5,0,0,0,0,14.9745
P,52,1,H,N,41072,28,0,0,0,0,28,0,0,0,0,5.5,0,0,0,0,10.9813
P,52,8,C,N,5255,15,0,0,0,0,15,0,0,0,0,5.5,0,0,0,0,10.9813
P,54,3,H,N,24462,4,0,0,0,0,4,0,0,0,0,2,0,0,0,0,3.9932
P,54,6,C,N,25140,9,0,0,0,0,9,0,0,0,0,2,0,0,0,0,3.9932
P,56,3,H,N,10340,7,0,0,0,0,7,0,0,0,0,5.5,0,0,0,0,10.9813
P,56,6,C,N,28102,1,0,0,0,0,1,0,0,0,0,5.5,0,0,0,0,10.9813
P,64,3,C,N,7931,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,3.9932
P,68,1,C,N,21412,9,0,0,0,0,9,0,0,0,0,5.5,0,0,0,0,10.9813
P,68,9,H,N,42463,12,0,0,0,0,12,0,0,0,0,5.5,0,0,0,0,10.9813
P,73,5,C,N,5717,16,0,0,0,0,16,0,0,0,0,9.5,0,0,0,0,18.9677
P,73,9,H,N,7405,34,0,0,0,0,34,0,0,0,0,9.5,0,0,0,0,18.9677
P,82,1,H,N,14681,19,0,0,0,0,19,0,0,0,0,9.5,0,0,0,0,18.9677
P,82,8,C,N,24989,3,0,0,0,0,3,0,0,0,0,9.5,0,0,0,0,18.9677
P,84,2,H,N,56384,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7.9864
P,84,10,C,N,18888,10,0,0,0,0,10,0,0,0,0,4,0,0,0,0,7.9864
P,91,2,C,N,8211,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7.9864
P,99,1,C,N,23403,25,0,0,0,0,25,0,0,0,0,9.5,0,0,0,0,18.9677
P,99,7,H,N,7348,9,0,0,0,0,9,0,0,0,0,9.5,0,0,0,0,18.9677
P,110,2,C,N,26309,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3.9932
P,110,6,H,N,29250,8,0,0,0,0,8,0,0,0,0,2,0,0,0,0,3.9932
P,117,1,C,N,9615,16,0,0,0,0,16,0,0,0,0,4,0,0,0,0,7.9864
P,117,9,H,N,27104,7,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7.9864
P,119,5,H,N,62764,9,0,0,0,0,9,0,0,0,0,7.5,0,0,0,0,14.9745
P,119,8,C,N,13309,14,0,0,0,0,14,0,0,0,0,7.5,0,0,0,0,14.9745
P,44,1,H,P,1618,84,0,0,84,0,0,0,0,12,0,0,0,0,50,0,0
P,44,6,C,P,486,35,0,0,35,0,0,0,0,12,0,0,0,0,50,0,0
P,49,4,C,P,3953,0,0,0,0,0,0,0,0,16,0,0,0,0,100,0,0
P,49,10,H,P,488,130,0,0,130,0,0,0,0,16,0,0,0,0,100,0,0
P,59,3,H,P,1446,34,0,0,34,0,0,0,0,6,0,0,0,0,10,0,0
P,59,8,C,P,1021,25,0,0,25,0,0,0,0,6,0,0,0,0,10,0,0
P,66,4,H,P,345,237,0,0,237,0,0,0,0,16,0,0,0,0,100,0,0
P,66,7,C,P,233,129,0,0,129,0,0,0,0,16,0,0,0,0,100,0,0
P,71,3,C,P,2826,76,0,0,76,0,0,0,0,8,0,0,0,0,20,0,0
P,71,8,H,P,5242,88,0,0,88,0,0,0,0,8,0,0,0,0,20,0,0
P,76,1,H,P,379,201,0,0,201,0,0,0,0,16,0,0,0,0,100,0,0
P,76,7,C,P,189,161,0,0,161,0,0,0,0,16,0,0,0,0,100,0,0
P,81,4,C,P,5039,100,0,0,100,0,0,0,0,8,0,0,0,0,20,0,0
P,81,10,C,P,1379,130,0,0,130,0,0,0,0,8,0,0,0,0,20,0,0
P,83,4,C,P,2727,39,0,0,39,0,0,0,0,6,0,0,0,0,10,0,0
P,83,9,H,P,7706,62,0,0,62,0,0,0,0,6,0,0,0,0,10,0,0
P,85,2,H,P,906,176,0,0,176,0,0,0,0,12,0,0,0,0,50,0,0
P,85,8,C,P,2189,105,0,0,105,0,0,0,0,12,0,0,0,0,50,0,0
P,88,3,H,P,3338,27,0,0,27,0,0,0,0,4,0,0,0,0,5,0,0
P,88,9,C,P,2343,24,0,0,24,0,0,0,0,4,0,0,0,0,5,0,0
P,95,2,C,P,4237,14,0,0,14,0,0,0,0,4,0,0,0,0,5,0,0
P,95,8,H,P,14981,45,0,0,45,0,0,0,0,4,0,0,0,0,5,0,0
P,97,3,H,P,0,178,0,0,178,0,0,0,0,12,0,0,0,0,50,0,0
P,97,6,C,P,5092,174,0,0,174,0,0,0,0,12,0,0,0,0,50,0,0
P,100,3,H,P,1852,76,0,0,76,0,0,0,0,8,0,0,0,0,20,0,0
P,100,10,C,P,478,32,0,0,32,0,0,0,0,8,0,0,0,0,20,0,0
P,102,5,H,P,1704,39,0,0,39,0,0,0,0,6,0,0,0,0,10,0,0
P,102,9,C,P,4972,28,0,0,28,0,0,0,0,6,0,0,0,0,10,0,0
P,112,2,C,P,6587,41,0,0,41,0,0,0,0,4,0,0,0,0,5,0,0
P,112,8,H,P,26499,41,0,0,41,0,0,0,0,4,0,0,0,0,5,0,0
P,48,2,C,S,3784,28,28,0,0,0,0,8,0,0,0,0,22.868,0,0,0,0
P,48,7,H,S,924,29,29,0,0,0,0,8,0,0,0,0,22.868,0,0,0,0
P,50,1,H,S,5920,35,35,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,50,9,C,S,976,52,52,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,57,1,C,S,5695,94,94,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,57,9,H,S,8006,84,84,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,62,4,H,S,8096,37,37,0,0,0,0,8,0,0,0,0,22.868,0,0,0,0
P,62,6,C,S,4684,13,13,0,0,0,0,8,0,0,0,0,22.868,0,0,0,0
P,70,4,H,S,20104,2,2,0,0,0,0,4,0,0,0,0,11.434,0,0,0,0
P,70,10,C,S,13585,6,6,0,0,0,0,4,0,0,0,0,11.434,0,0,0,0
P,72,3,C,S,3613,47,47,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,72,8,H,S,3516,33,33,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,74,2,C,S,1274,77,77,0,0,0,0,16,0,0,0,0,45.736,0,0,0,0
P,74,8,H,S,761,17,17,0,0,0,0,16,0,0,0,0,45.736,0,0,0,0
P,79,2,H,S,3857,24,24,0,0,0,0,16,0,0,0,0,45.736,0,0,0,0
P,79,8,C,S,473,31,31,0,0,0,0,16,0,0,0,0,45.736,0,0,0,0
P,90,1,C,S,1454,85,85,0,0,0,0,16,0,0,0,0,45.736,0,0,0,0
P,90,6,H,S,600,66,66,0,0,0,0,16,0,0,0,0,45.736,0,0,0,0
P,92,4,H,S,8812,15,15,0,0,0,0,8,0,0,0,0,22.868,0,0,0,0
P,92,9,C,S,1292,12,12,0,0,0,0,8,0,0,0,0,22.868,0,0,0,0
P,94,4,C,S,335,52,52,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,94,10L,H,S,2072,37,37,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,94,10R,H,S,2277,37,37,0,0,0,0,20,0,0,0,0,57.17,0,0,0,0
P,106,5,C,S,2143,42,42,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,106,8L,H,S,7487,34,34,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,106,8R,H,S,19118,34,34,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,108,3,C,S,2062,9,9,0,0,0,0,4,0,0,0,0,11.434,0,0,0,0
P,108,10,H,S,1823,9,9,0,0,0,0,4,0,0,0,0,11.434,0,0,0,0
P,109,4,H,S,2818,24,24,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,109,9,C,S,1144,16,16,0,0,0,0,12,0,0,0,0,34.302,0,0,0,0
P,116,5,C,S,1900,11,11,0,0,0,0,4,0,0,0,0,11.434,0,0,0,0
P,116,7,H,S,1125,12,12,0,0,0,0,4,0,0,0,0,11.434,0,0,0,0
C,42,5,H,B,236,5,0,5,0,0,0,0,8,0,0,0,0,8.684,0,0,0
C,42,10,C,B,191,5,0,5,0,0,0,0,8,0,0,0,0,8.684,0,0,0
C,46,2,H,B,4013,2,0,2,0,0,0,0,2,0,0,0,0,2.171,0,0,0
C,46,6,C,B,759,3,0,3,0,0,0,0,2,0,0,0,0,2.171,0,0,0
C,51,3,H,B,1938,1,0,1,0,0,0,0,1,0,0,0,0,1.0855,0,0,0
C,55,9,C,B,564,4,0,4,0,0,0,0,1.5,0,0,0,0,1.62825,0,0,0
C,60,8,H,B,1516,3,0,3,0,0,0,0,2,0,0,0,0,2.171,0,0,0
C,63,8,H,B,550,3,0,3,0,0,0,0,3.5,0,0,0,0,3.79925,0,0,0
C,75,6,C,B,1610,1,0,1,0,0,0,0,1,0,0,0,0,1.0855,0,0,0
C,78,3,H,B,3550,4,0,4,0,0,0,0,1,0,0,0,0,1.0855,0,0,0
C,78,8,C,B,143,0,0,1,0,0,0,0,1,0,0,0,0,1.0855,0,0,0
C,89,3,C,B,372,10,0,10,0,0,0,0,3.5,0,0,0,0,3.79925,0,0,0
C,93,6,H,B,3832,1,0,1,0,0,0,0,1.5,0,0,0,0,1.62825,0,0,0
C,104,4,C,B,453,5,0,5,0,0,0,0,3.5,0,0,0,0,3.79925,0,0,0
C,104,6,H,B,1055,4,0,4,0,0,0,0,3.5,0,0,0,0,3.79925,0,0,0
C,107,7,C,B,1154,3,0,3,0,0,0,0,2,0,0,0,0,2.171,0,0,0
